4513906618793984,2021-12-06,638242,2021-12-06T22:02:52.358766Z,0.94,Hail,NE,1.705,-1.625,4.004248735305814,48.33109155785017,1015.5,84,82
4575925611003904,2021-12-07,946738,2021-12-07T22:59:35.431344Z,14.64,Showers,SW,14.844999999999999,11.035,8.032039376404464,224.69891109817968,999.0,70,73
4683009748893696,2021-12-07,721943,2021-12-07T22:20:26.394119Z,8.265,Light Cloud,N,10.469999999999999,1.285,5.886500757456454,1.5990370329080343e-15,1017.5,55,70
4916776161771520,2021-12-12,638242,2021-12-12T22:02:52.853345Z,2.255,Heavy Rain,SSW,3.4050000000000002,-1.58,5.259718221442774,204.49579703044523,1023.5,90,77
4991472622370816,2021-12-06,721943,2021-12-06T22:20:25.552345Z,13.530000000000001,Light Rain,WNW,14.285,4.525,7.838706103698402,298.0,1009.0,82,75
5008722821644288,2021-12-09,946738,2021-12-09T22:59:34.980826Z,16.799999999999997,Light Cloud,S,17.6,8.54,7.159782948832153,177.68446133141146,1015.0,66,70
5357859639394304,2021-12-08,946738,2021-12-08T22:59:34.845702Z,13.805,Showers,WNW,14.59,9.35,6.605598305485299,293.164758347792,1010.0,59,73
5580064067420160,2021-12-11,946738,2021-12-11T22:59:34.842429Z,15.885000000000002,Light Rain,SSW,16.314999999999998,12.48,17.86184900961584,192.66087577726177,1009.0,72,75
5614149800296448,2021-12-11,638242,2021-12-11T22:02:52.765629Z,0.425,Heavy Cloud,SW,1.15,-3.4349999999999996,3.0993015659588004,231.45729930403309,1013.0,93,71
5626340301602816,2021-12-12,721943,2021-12-12T22:20:25.607541Z,10.265,Clear,N,12.185,2.31,9.706186542206845,358.5,1023.0,51,68
5638098537938944,2021-12-10,721943,2021-12-10T22:20:26.450833Z,10.795,Heavy Rain,SE,14.370000000000001,5.865,5.635552304005938,128.66544858796595,1011.5,86,77
5682139803680768,2021-12-10,946738,2021-12-10T22:59:35.868598Z,15.254999999999999,Showers,SSW,16.23,12.399999999999999,12.770290371475914,200.83743671269707,1011.0,66,73
5868705037680640,2021-12-07,638242,2021-12-07T22:02:53.473680Z,-0.33000000000000007,Heavy Cloud,ESE,0.53,-2.635,6.938071356563005,119.15128389113983,1012.5,85,71
5888553516007424,2021-12-06,946738,2021-12-06T22:59:34.162461Z,17.87,Showers,S,18.34,12.114999999999998,12.794290825880855,189.00918115961116,1009.0,64,73
5932803490316288,2021-12-11,721943,2021-12-11T22:20:25.797756Z,15.65,Light Rain,WNW,15.670000000000002,5.74,12.638693303791193,287.5,1005.5,75,75
6028435567673344,2021-12-08,721943,2021-12-08T22:20:26.181660Z,11.835,Heavy Rain,SSE,13.51,2.83,9.395079023630002,152.1097541181403,1012.0,72,77
6286032740810752,2021-12-10,638242,2021-12-10T22:02:53.454381Z,0.5800000000000001,Snow,SE,1.27,-1.2999999999999998,3.3596920140486226,124.65376176915753,999.0,95,90
6304293398249472,2021-12-12,946738,2021-12-12T22:59:34.754453Z,16.44,Showers,SW,16.369999999999997,11.059999999999999,8.970684996736393,215.84306305237976,1011.0,59,73
6397998511685632,2021-12-09,638242,2021-12-09T22:02:52.760115Z,-0.6699999999999999,Hail,ESE,0.14,-1.9700000000000002,4.418561618115539,104.83384383426039,1006.0,87,82
6403908386684928,2021-12-08,638242,2021-12-08T22:02:52.836837Z,0.16,Heavy Cloud,ESE,1.08,-2.0949999999999998,8.889627109859752,117.50133470847632,1005.5,81,71
6656737139490816,2021-12-09,721943,2021-12-09T22:20:26.141042Z,12.55,Light Rain,S,12.925,4.0200000000000005,5.214445897844588,186.9203388476018,1011.0,64,75
